Num_0dim,Max_0dim,Max_0dim_Minus_Second,Mean_0dim,betti_curve_0,persistence_entropy_0,Num_1dim,Max_1dim,Max_1dim_Minus_Second,Mean_1dim,betti_curve_1,persistence_entropy_1,correctness
81,0.7711181640625,0.0052490234375,0.6894998432677469,71.76,4.393065807751588,0,0.0,0.0,0.0,0.0,0.0,True
78,0.781982421875,0.010498046875,0.702384753104968,69.48,4.355105313470629,0,0.0,0.0,0.0,0.0,0.0,False
58,0.778076171875,0.0074462890625,0.6806324925915949,50.28,4.058967384046993,0,0.0,0.0,0.0,0.0,0.0,False
88,0.801513671875,0.0191650390625,0.6912814053622159,75.24,4.475468562375793,0,0.0,0.0,0.0,0.0,0.0,True
66,0.7562255859375,0.0008544921875,0.6734341708096591,58.2,4.188445478834934,0,0.0,0.0,0.0,0.0,0.0,True
69,0.78564453125,0.0323486328125,0.6714309471240942,58.48,4.232676857195097,0,0.0,0.0,0.0,0.0,0.0,False
81,0.7701416015625,0.0135498046875,0.6777253327546297,70.58,4.393261765632305,0,0.0,0.0,0.0,0.0,0.0,False
119,0.7718505859375,0.003662109375,0.6880077714679622,105.18,4.7781589857630165,0,0.0,0.0,0.0,0.0,0.0,True
87,0.79150390625,0.0194091796875,0.6813066855244253,74.32,4.464502750799446,0,0.0,0.0,0.0,0.0,0.0,False
74,0.75048828125,0.010009765625,0.6707532728040541,65.56,4.302954716674528,0,0.0,0.0,0.0,0.0,0.0,False
73,0.760009765625,0.0040283203125,0.6721743230950342,64.04,4.288669235966513,0,0.0,0.0,0.0,0.0,0.0,False
72,0.772216796875,0.0018310546875,0.6837158203125,63.22,4.275414636397027,0,0.0,0.0,0.0,0.0,0.0,False
64,0.7547607421875,0.0120849609375,0.6697216033935547,56.32,4.157479308562143,0,0.0,0.0,0.0,0.0,0.0,False
76,0.7689208984375,0.0062255859375,0.6744143837376645,66.16,4.329393807570356,0,0.0,0.0,0.0,0.0,0.0,False
91,0.79296875,0.02099609375,0.6937872918097527,78.78,4.509225928772198,0,0.0,0.0,0.0,0.0,0.0,True
57,0.7626953125,0.0093994140625,0.6766443085252193,50.14,4.041584151770634,0,0.0,0.0,0.0,0.0,0.0,False
66,0.764892578125,0.0010986328125,0.6784520004734849,57.96,4.188269181254914,0,0.0,0.0,0.0,0.0,0.0,False
89,0.7901611328125,0.0306396484375,0.6830999824438202,76.32,4.4871289736095115,0,0.0,0.0,0.0,0.0,0.0,False
103,0.789306640625,0.008544921875,0.691552023285801,89.52,4.633110960751544,0,0.0,0.0,0.0,0.0,0.0,False
60,0.7618408203125,0.00830078125,0.67921142578125,53.0,4.0927947128062865,0,0.0,0.0,0.0,0.0,0.0,False
68,0.7689208984375,0.0054931640625,0.6772496840533089,59.38,4.217894892102053,0,0.0,0.0,0.0,0.0,0.0,False
71,0.7589111328125,0.0084228515625,0.6701746121258803,62.2,4.261218536283454,0,0.0,0.0,0.0,0.0,0.0,False
80,0.7618408203125,0.0013427734375,0.6726547241210937,69.96,4.38070268474838,0,0.0,0.0,0.0,0.0,0.0,False
174,0.8231201171875,0.0328369140625,0.7131067034841954,149.52,5.157666274130018,0,0.0,0.0,0.0,0.0,0.0,False
91,0.78076171875,0.010986328125,0.6963132082760989,80.42,4.509428843892671,0,0.0,0.0,0.0,0.0,0.0,True
109,0.78173828125,0.0098876953125,0.6944165711009175,95.9,4.690169725793416,0,0.0,0.0,0.0,0.0,0.0,False
82,0.764404296875,0.003662109375,0.6734574480754573,71.68,4.405514637176451,0,0.0,0.0,0.0,0.0,0.0,False
102,0.798828125,0.031982421875,0.6886728324142157,87.18,4.623377785207041,0,0.0,0.0,0.0,0.0,0.0,False
139,0.8221435546875,0.0367431640625,0.6977582972684353,116.98,4.932775643939468,0,0.0,0.0,0.0,0.0,0.0,False
101,0.791015625,0.0126953125,0.6870624806621287,87.04,4.613868261715991,0,0.0,0.0,0.0,0.0,0.0,False
70,0.75341796875,0.0015869140625,0.6769548688616072,62.32,4.247152638544271,0,0.0,0.0,0.0,0.0,0.0,True
89,0.778564453125,0.0047607421875,0.6880321716994382,77.94,4.487176423374714,0,0.0,0.0,0.0,0.0,0.0,False
84,0.761474609375,0.00244140625,0.6780802408854166,74.1,4.429723311999718,0,0.0,0.0,0.0,0.0,0.0,False
83,0.8201904296875,0.047607421875,0.681309711502259,68.36,4.417368728790499,0,0.0,0.0,0.0,0.0,0.0,False
97,0.8006591796875,0.0328369140625,0.6826159290431701,81.94,4.573410691295659,0,0.0,0.0,0.0,0.0,0.0,False
104,0.7701416015625,0.0137939453125,0.676666259765625,90.58,4.643089255900412,0,0.0,0.0,0.0,0.0,0.0,True
190,0.80078125,0.002197265625,0.70455322265625,165.64,5.245215109454744,0,0.0,0.0,0.0,0.0,0.0,False
96,0.7689208984375,0.01123046875,0.6883074442545573,85.16,4.56310985929775,0,0.0,0.0,0.0,0.0,0.0,False
131,0.78955078125,0.001220703125,0.7068607242962787,116.22,4.873474995803758,0,0.0,0.0,0.0,0.0,0.0,False
93,0.7515869140625,0.0030517578125,0.6859787151377689,84.06,4.531591348027801,0,0.0,0.0,0.0,0.0,0.0,False
78,0.7664794921875,0.0174560546875,0.6772476587540064,68.3,4.3553665015030685,0,0.0,0.0,0.0,0.0,0.0,True
101,0.7723388671875,0.0167236328125,0.6784075746441832,88.04,4.6138095963524925,0,0.0,0.0,0.0,0.0,0.0,False
68,0.7613525390625,0.0142822265625,0.6687711827895221,59.26,4.218358546035621,0,0.0,0.0,0.0,0.0,0.0,False
73,0.7584228515625,0.00439453125,0.6829516267123288,65.12,4.289037119435168,0,0.0,0.0,0.0,0.0,0.0,False
89,0.8155517578125,0.0352783203125,0.6930466555477528,75.0,4.486640159054491,0,0.0,0.0,0.0,0.0,0.0,False
113,0.77587890625,0.0142822265625,0.6921203073147124,99.92,4.725628970394452,0,0.0,0.0,0.0,0.0,0.0,True
97,0.771240234375,0.00244140625,0.691735965689433,86.14,4.573098301505728,0,0.0,0.0,0.0,0.0,0.0,False
114,0.7652587890625,0.00341796875,0.6948402806332237,102.52,4.734746360638973,0,0.0,0.0,0.0,0.0,0.0,False
85,0.7598876953125,0.000732421875,0.6863927504595588,76.04,4.441527485306932,0,0.0,0.0,0.0,0.0,0.0,False
111,0.770751953125,0.003662109375,0.6994024053350225,99.78,4.708193463334664,0,0.0,0.0,0.0,0.0,0.0,False
64,0.756103515625,0.0040283203125,0.6718425750732422,56.3,4.157678217288646,0,0.0,0.0,0.0,0.0,0.0,False
85,0.7532958984375,0.0057373046875,0.6833079618566177,76.4,4.441364099816456,0,0.0,0.0,0.0,0.0,0.0,False
100,0.8155517578125,0.0533447265625,0.681849365234375,82.86,4.603643893911646,0,0.0,0.0,0.0,0.0,0.0,False
60,0.7530517578125,0.0030517578125,0.673565673828125,53.32,4.09294213114586,0,0.0,0.0,0.0,0.0,0.0,False
67,0.749267578125,0.001220703125,0.6779675839552238,60.08,4.203345198929263,0,0.0,0.0,0.0,0.0,0.0,False
110,0.75537109375,0.00732421875,0.6854137073863636,98.86,4.699367841865634,0,0.0,0.0,0.0,0.0,0.0,False
87,0.7548828125,0.0001220703125,0.6771871632543104,77.32,4.464636824651288,0,0.0,0.0,0.0,0.0,0.0,False
103,0.7838134765625,0.005859375,0.685936788910801,89.38,4.633287445197361,0,0.0,0.0,0.0,0.0,0.0,False
72,0.807373046875,0.04296875,0.6714189317491319,59.34,4.275129768013598,0,0.0,0.0,0.0,0.0,0.0,False
95,0.7615966796875,0.0003662109375,0.6737523129111842,83.32,4.552752030353936,0,0.0,0.0,0.0,0.0,0.0,False
95,0.7705078125,0.001220703125,0.6730918482730263,82.36,4.552601530259731,0,0.0,0.0,0.0,0.0,0.0,False
100,0.7733154296875,0.0040283203125,0.67739990234375,86.82,4.60378639335015,0,0.0,0.0,0.0,0.0,0.0,False
100,0.81640625,0.04248046875,0.669351806640625,81.34,4.603692693256251,0,0.0,0.0,0.0,0.0,0.0,False
54,0.7548828125,0.01123046875,0.6692617910879629,47.44,3.987665255514866,0,0.0,0.0,0.0,0.0,0.0,False
71,0.766357421875,0.0009765625,0.680024482834507,62.4,4.2615300644428755,0,0.0,0.0,0.0,0.0,0.0,False
55,0.75732421875,0.0054931640625,0.6758012251420454,48.62,4.006251921029754,0,0.0,0.0,0.0,0.0,0.0,True
75,0.7750244140625,0.0140380859375,0.6808723958333334,65.26,4.3162013992740995,0,0.0,0.0,0.0,0.0,0.0,False
107,0.771484375,0.0062255859375,0.6881012248101636,94.44,4.671509195566797,0,0.0,0.0,0.0,0.0,0.0,False
113,0.7532958984375,0.0003662109375,0.6770548862693584,100.74,4.726418873781955,0,0.0,0.0,0.0,0.0,0.0,False
97,0.7628173828125,0.0032958984375,0.6770006946681701,85.26,4.573425530449682,0,0.0,0.0,0.0,0.0,0.0,True
114,0.7598876953125,0.0015869140625,0.6758829752604166,100.56,4.734983229306063,0,0.0,0.0,0.0,0.0,0.0,True
104,0.8463134765625,0.049072265625,0.6878591684194711,83.84,4.642666629161877,0,0.0,0.0,0.0,0.0,0.0,False
112,0.7933349609375,0.010498046875,0.6991860525948661,97.8,4.7169347997664595,0,0.0,0.0,0.0,0.0,0.0,False
107,0.7794189453125,0.0146484375,0.6838116512120327,93.04,4.6715078560135685,0,0.0,0.0,0.0,0.0,0.0,True
70,0.766845703125,0.00146484375,0.6798688616071429,61.54,4.247185204326216,0,0.0,0.0,0.0,0.0,0.0,True
83,0.761474609375,0.01025390625,0.6880824077560241,74.34,4.417531653715996,0,0.0,0.0,0.0,0.0,0.0,False
86,0.841552734375,0.07177734375,0.6739033543786337,68.36,4.4528021371613615,0,0.0,0.0,0.0,0.0,0.0,False
108,0.7635498046875,0.0064697265625,0.6850913718894676,95.92,4.680703356733257,0,0.0,0.0,0.0,0.0,0.0,False
115,0.7696533203125,0.00341796875,0.6917650305706522,102.42,4.743621622738249,0,0.0,0.0,0.0,0.0,0.0,True
88,0.7698974609375,0.0037841796875,0.6771767356178977,76.7,4.476077573499243,0,0.0,0.0,0.0,0.0,0.0,True
126,0.77587890625,0.00634765625,0.692017570374504,111.36,4.834917726862423,0,0.0,0.0,0.0,0.0,0.0,True
124,0.77001953125,0.0042724609375,0.6851629441784274,109.38,4.818903964830167,0,0.0,0.0,0.0,0.0,0.0,True
92,0.760498046875,0.00244140625,0.677657417629076,81.28,4.520647569445456,0,0.0,0.0,0.0,0.0,0.0,True
136,0.785400390625,0.005859375,0.6932839786305147,118.96,4.911225751062305,0,0.0,0.0,0.0,0.0,0.0,False
73,0.777099609375,0.009765625,0.683349609375,63.62,4.288874909258567,0,0.0,0.0,0.0,0.0,0.0,False
84,0.774169921875,0.0006103515625,0.6856529599144345,73.64,4.429330991094512,0,0.0,0.0,0.0,0.0,0.0,True
109,0.843505859375,0.0814208984375,0.6863375322534404,88.06,4.689705676579629,0,0.0,0.0,0.0,0.0,0.0,True
92,0.765380859375,0.0084228515625,0.6878701914911685,81.86,4.520390922858891,0,0.0,0.0,0.0,0.0,0.0,False
104,0.7677001953125,0.00244140625,0.6807650052584134,91.38,4.643156424574563,0,0.0,0.0,0.0,0.0,0.0,True
66,0.7572021484375,0.0003662109375,0.6813502456202651,58.8,4.1883102873097275,0,0.0,0.0,0.0,0.0,0.0,False
89,0.7625732421875,0.0067138671875,0.6810151860955056,78.78,4.4874087151176285,0,0.0,0.0,0.0,0.0,0.0,False
111,0.763916015625,0.0052490234375,0.6927567215653153,99.62,4.7084196839388355,0,0.0,0.0,0.0,0.0,0.0,True
131,0.791015625,0.0013427734375,0.7139053927123091,117.16,4.873250153412622,0,0.0,0.0,0.0,0.0,0.0,False
85,0.7652587890625,0.001708984375,0.6910544002757353,76.04,4.441459278494646,0,0.0,0.0,0.0,0.0,0.0,False
88,0.7744140625,0.0081787109375,0.6864804354580966,77.36,4.475639252454618,0,0.0,0.0,0.0,0.0,0.0,False
95,0.768310546875,0.0123291015625,0.6931692023026316,84.92,4.552380349680016,0,0.0,0.0,0.0,0.0,0.0,False
55,0.7513427734375,0.0035400390625,0.6746426669034091,49.02,4.006022142418831,0,0.0,0.0,0.0,0.0,0.0,False
52,0.7652587890625,0.002685546875,0.6715463491586539,45.2,3.9498717556282354,0,0.0,0.0,0.0,0.0,0.0,False
103,0.7884521484375,0.01513671875,0.6934482611498787,89.7,4.633568202529474,0,0.0,0.0,0.0,0.0,0.0,True
116,0.8543701171875,0.073974609375,0.686316128434806,92.44,4.75213456587069,0,0.0,0.0,0.0,0.0,0.0,False
86,0.7576904296875,0.0,0.6757784111555233,76.06,4.452842676075813,0,0.0,0.0,0.0,0.0,0.0,False
87,0.77001953125,0.0155029296875,0.6875519149604885,76.96,4.464606387593963,0,0.0,0.0,0.0,0.0,0.0,False
157,0.786376953125,0.0030517578125,0.7038512017316879,139.26,5.05481955877345,0,0.0,0.0,0.0,0.0,0.0,False
70,0.753662109375,0.00390625,0.6784772600446428,62.4,4.247421005782791,0,0.0,0.0,0.0,0.0,0.0,False
100,0.78369140625,0.0084228515625,0.68486083984375,86.6,4.6038699267003285,0,0.0,0.0,0.0,0.0,0.0,True
100,0.76708984375,0.0057373046875,0.686851806640625,88.7,4.603632043876602,0,0.0,0.0,0.0,0.0,0.0,False
87,0.765380859375,0.002197265625,0.6871899133441092,77.3,4.464610903875483,0,0.0,0.0,0.0,0.0,0.0,False
70,0.7559814453125,0.002197265625,0.6855817522321429,62.9,4.24734940836593,0,0.0,0.0,0.0,0.0,0.0,False
131,0.8399658203125,0.0589599609375,0.6850893442867366,105.96,4.873657662919466,0,0.0,0.0,0.0,0.0,0.0,False
108,0.792236328125,0.0250244140625,0.6809828016493056,92.12,4.680984708116387,0,0.0,0.0,0.0,0.0,0.0,False
80,0.76953125,0.0111083984375,0.6727493286132813,69.36,4.380698551099384,0,0.0,0.0,0.0,0.0,0.0,False
98,0.7789306640625,0.0018310546875,0.6875386140784439,85.72,4.583446346607718,0,0.0,0.0,0.0,0.0,0.0,False
100,0.771484375,0.0050048828125,0.697176513671875,89.56,4.6033230374007035,0,0.0,0.0,0.0,0.0,0.0,False
71,0.7664794921875,0.002197265625,0.6794467979753521,62.42,4.261224935705508,0,0.0,0.0,0.0,0.0,0.0,False
59,0.7509765625,0.0078125,0.6724832825741526,52.32,4.076225712483811,0,0.0,0.0,0.0,0.0,0.0,False
70,0.75,0.009521484375,0.6759242466517857,62.48,4.247257512426416,0,0.0,0.0,0.0,0.0,0.0,False
76,0.7589111328125,0.0010986328125,0.6785615619860197,67.38,4.329323162101814,0,0.0,0.0,0.0,0.0,0.0,True
92,0.782470703125,0.031982421875,0.6753327742866848,78.74,4.520498513505275,0,0.0,0.0,0.0,0.0,0.0,False
93,0.7733154296875,0.008056640625,0.6812862273185484,81.18,4.531254034717254,0,0.0,0.0,0.0,0.0,0.0,False
86,0.7598876953125,0.0091552734375,0.6819670921148255,76.46,4.452963400979771,0,0.0,0.0,0.0,0.0,0.0,False
96,0.765869140625,0.016845703125,0.6831461588541666,84.96,4.563234642699669,0,0.0,0.0,0.0,0.0,0.0,False
101,0.7718505859375,0.0029296875,0.6928723023669554,89.88,4.613389011652789,0,0.0,0.0,0.0,0.0,0.0,True
195,0.80517578125,0.0048828125,0.7216095753205128,173.08,5.270956970343491,0,0.0,0.0,0.0,0.0,0.0,False
157,0.7821044921875,0.0064697265625,0.69311912196457,137.82,5.054947355249255,0,0.0,0.0,0.0,0.0,0.0,False
79,0.7623291015625,0.003173828125,0.674424569818038,69.26,4.368183675385731,0,0.0,0.0,0.0,0.0,0.0,True
88,0.7890625,0.0098876953125,0.6849295876242898,75.76,4.4759774899170335,0,0.0,0.0,0.0,0.0,0.0,False
76,0.769287109375,0.0029296875,0.6782371119449013,66.38,4.329215569193267,0,0.0,0.0,0.0,0.0,0.0,False
68,0.773193359375,0.0157470703125,0.6758243336397058,59.02,4.218460155490581,0,0.0,0.0,0.0,0.0,0.0,False
81,0.7596435546875,0.0006103515625,0.6911666304976852,72.96,4.393387007701501,0,0.0,0.0,0.0,0.0,0.0,False
96,0.8046875,0.034423828125,0.6791585286458334,80.36,4.563193179525342,0,0.0,0.0,0.0,0.0,0.0,False
94,0.7628173828125,0.00048828125,0.6785148458277925,82.84,4.542046843618351,0,0.0,0.0,0.0,0.0,0.0,False
121,0.8472900390625,0.04833984375,0.6945266093104339,98.46,4.793979828970549,0,0.0,0.0,0.0,0.0,0.0,True
122,0.800537109375,0.0264892578125,0.6867085441214139,103.78,4.802705961650332,0,0.0,0.0,0.0,0.0,0.0,False
67,0.7562255859375,0.0084228515625,0.6807533378031716,59.78,4.2034996125905915,0,0.0,0.0,0.0,0.0,0.0,False
79,0.75,0.00830078125,0.6720387905458861,70.06,4.368408302355036,0,0.0,0.0,0.0,0.0,0.0,False
114,0.768310546875,0.0009765625,0.6864409864994517,100.92,4.734633451424715,0,0.0,0.0,0.0,0.0,0.0,False
79,0.7689208984375,0.0107421875,0.680447735363924,69.26,4.3680623390297075,0,0.0,0.0,0.0,0.0,0.0,True
103,0.77880859375,0.001708984375,0.6964526130157767,91.24,4.633101785320375,0,0.0,0.0,0.0,0.0,0.0,False
78,0.773681640625,0.0093994140625,0.690559582832532,69.02,4.3549665067296255,0,0.0,0.0,0.0,0.0,0.0,False
90,0.8095703125,0.024658203125,0.6800116644965277,75.08,4.498310610667789,0,0.0,0.0,0.0,0.0,0.0,False
123,0.793701171875,0.0272216796875,0.6822202108739838,104.8,4.8109664749642835,0,0.0,0.0,0.0,0.0,0.0,False
97,0.7618408203125,0.000244140625,0.6782578930412371,85.74,4.5734164942146585,0,0.0,0.0,0.0,0.0,0.0,False
