Num_0dim,Max_0dim,Max_0dim_Minus_Second,Mean_0dim,betti_curve_0,persistence_entropy_0,Num_1dim,Max_1dim,Max_1dim_Minus_Second,Mean_1dim,betti_curve_1,persistence_entropy_1,corectness
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,True
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,
1,-inf,0,0.0,1,-0.0,0,0,0,0,1,-0.0,False
